open_time,open,high,low,close,volume,quote_asset_vol,trade_num,taker_buy_base_vol,taker_buy_quote_vol
2021-12-11 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2021-12-12 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2021-12-13 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2021-12-14 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2021-12-15 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2021-12-16 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2021-12-17 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2021-12-18 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2021-12-19 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2021-12-20 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2021-12-21 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2021-12-22 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2021-12-23 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2021-12-24 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2021-12-25 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2021-12-26 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2021-12-27 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2021-12-28 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2021-12-29 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2021-12-30 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2021-12-31 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-01 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-02 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-03 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-04 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-05 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-06 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-07 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-08 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-09 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-10 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-11 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-12 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-13 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-14 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-15 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-16 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-17 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-18 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-19 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-20 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-21 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-22 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-23 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-24 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-25 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-26 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-27 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-28 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-29 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-30 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-01-31 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-01 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-02 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-03 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-04 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-05 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-06 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-07 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-08 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-09 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-10 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-11 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-12 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-13 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-14 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-15 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-16 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-17 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-18 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-19 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-20 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-21 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-22 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-23 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-24 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-25 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-26 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-27 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-02-28 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-01 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-02 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-03 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-04 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-05 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-06 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-07 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-08 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-09 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-10 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-12 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-13 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-14 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-15 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-16 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-17 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-18 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-19 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-20 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-21 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-22 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-23 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-24 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-25 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-26 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-27 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-28 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-29 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-30 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-03-31 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-01 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-02 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-03 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-04 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-05 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-06 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-07 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-08 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-09 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-10 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-11 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-12 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-13 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-14 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-15 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-16 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-17 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-18 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-19 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-20 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-21 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-22 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-23 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-24 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-25 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-26 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-27 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-28 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-29 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-04-30 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-01 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-02 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-03 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-04 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-05 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-06 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-07 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-08 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-09 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-10 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-11 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-12 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-13 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-14 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-15 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-16 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-17 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-18 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-19 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-20 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-21 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-22 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-23 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-24 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-25 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-26 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-27 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-28 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-29 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-30 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-05-31 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-01 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-02 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-03 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-04 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-05 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-06 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-07 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-08 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-09 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-10 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-11 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-12 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-13 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-14 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-15 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-16 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-17 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-18 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-19 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-20 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-21 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-22 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-23 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-24 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-25 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-26 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-27 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-28 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-29 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-06-30 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-01 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-02 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-03 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-04 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-05 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-06 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-07 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-08 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-09 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-10 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-11 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-12 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-13 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-14 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-15 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-16 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-17 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-18 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-19 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-20 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-21 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-22 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-23 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-24 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-25 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-26 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-27 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-28 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-29 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-30 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-07-31 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-01 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-02 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-03 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-04 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-05 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-06 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-07 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-08 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-09 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-10 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-11 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-12 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-13 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-14 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-15 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-16 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-17 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-18 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-19 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-20 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-21 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-22 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-23 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-24 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-25 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-26 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-27 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-28 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-29 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-30 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-08-31 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-09-01 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-09-02 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-09-03 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-09-04 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-09-05 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-09-06 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-09-07 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-09-08 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-09-09 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-09-10 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-09-11 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-09-12 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-09-13 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-09-14 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-09-15 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-09-16 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-09-17 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-09-18 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-09-19 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
2022-09-20 09:00:00,319.408,319.408,319.408,319.408,0.0,0.0,0.0,0.0,0.0
